city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Дніпро;4863510;Завислі речовини;0,375;0,4125;0,3;null;0,25;0,2875;0,225;0,275;0,1375;0,1625;null;0,15;0,175;0,1875;0,225;0,2;0,1375;null;0,225;0,2;0,2125;0,25;0,2375;0,3125;null;0,275;0,3375;0,175;0,325;0,35;0,225
Дніпро;4863510;Дiоксид сiрки;0,0135;0,012166667;0,007083333;null;0,009555556;0,006875;0,005833333;0,012541667;0,007625;0,011041667;null;0,006555556;0,008875;0,005666667;0,006375;0,007333333;0,00575;null;0,006333333;0,004458333;0,007625;0,004625;0,007333333;0,005458333;null;0,007111111;0,006291667;0,008416667;0,008166667;0,008375;0,0075
Дніпро;4863510;Оксид вуглецю;2,083333333;1,916666667;1,916666667;null;2,083333333;1,583333333;1,916666667;2,083333333;1,666666667;2,166666667;null;1,833333333;2;1,833333333;1,916666667;1,916666667;1,583333333;null;1,75;2,166666667;2;1,583333333;2;1,75;null;2;1,916666667;2;2,833333333;3,083333333;2,583333333
Дніпро;4863510;Дiоксид азоту;0,067083333;0,055833333;0,055;null;0,070555556;0,063333333;0,069583333;0,05875;0,072083333;0,065;null;0,056111111;0,053333333;0,05125;0,049583333;0,058333333;0,055833333;null;0,068888889;0,0525;0,057916667;0,055833333;0,065416667;0,060416667;null;0,066111111;0,064166667;0,082916667;0,07375;0,0775;0,0675
Дніпро;4863510;Оксид азоту;0,03;0,0225;0,03;null;0,036666667;0,03;0,0325;0,0275;0,04;0,0375;null;0,033333333;0,035;0,03;0,0175;0,025;0,03;null;0,036666667;0,0275;0,0325;0,02;0,0325;0,035;null;0,023333333;0,0325;0,0325;0,0325;0,0175;0,03
Дніпро;4863510;Сiрководень;0,003833333;0,00275;0,001291667;null;0,003111111;0,002208333;0,00075;0,0075;0,00125;0,003291667;null;0,000833333;0,001833333;0,001416667;0,001041667;0,00125;0,000958333;null;0,001;0,001458333;0,00175;0,00075;0,001166667;0,001541667;null;0,002888889;0,00175;0,002666667;0,002041667;0,002083333;0,003458333
Дніпро;4863510;Фенол;0,001666667;0,001333333;0,001583333;null;0,002444444;0,002333333;0,001833333;0,0025;0,001916667;0,001583333;null;0,003333333;0,00225;0,001166667;0,0015;0,00125;0,00225;null;0,001111111;0,001333333;0,0025;0,002;0,002166667;0,001833333;null;0,003555556;0,002333333;0,00175;0,002583333;0,003083333;0,00275
Дніпро;4863510;Амiак;0,03625;0,03375;0,025;null;0,025;0,02625;0,02125;0,0425;0,02375;0,0275;null;0,031666667;0,03;0,025;0,0325;0,03375;0,03875;null;0,035;0,025;0,035;0,0275;0,04;0,0375;null;0,045;0,035;0,0325;0,04875;0,0425;0,04375
Дніпро;4863510;Формальдегiд;0,011416667;0,01125;0,00775;null;0,009777778;0,01025;0,009416667;0,010166667;0,01125;0,010833333;null;0,012;0,011333333;0,00825;0,01;0,00975;0,01125;null;0,010111111;0,008166667;0,008916667;0,009083333;0,01;0,010333333;null;0,014333333;0,01475;0,013083333;0,014;0,018583333;0,017166667
Кривий Ріг;4793340;Завислі речовини;0,3375;0,3875;0,325;null;0,2;0,1625;0,1875;0,1;0,05;0,0875;null;0,0375;0,1125;0,1625;0,3625;0,4375;0,125;null;0,3;0;0,1875;0,3375;0,2875;0,1125;null;0,4125;0,2375;0,05;0,3;0,4125;0,3375
